,Date,NumberofGames,DayofWeek,VisitingTeam,HomeTeam,DayNight,Attendance
87,20010408,0,Sun,CIN,MIL,D,34077.0
88,20010408,0,Sun,NYN,MON,D,11321.0
89,20010408,0,Sun,CHN,PHI,D,15550.0
90,20010409,0,Mon,CLE,CHA,N,21242.0
91,20010409,0,Mon,NYA,KCA,D,24411.0
92,20010409,0,Mon,DET,MIN,N,46101.0
93,20010409,0,Mon,TBA,TOR,N,48115.0
94,20010409,0,Mon,CHN,MON,N,5776.0
95,20010409,0,Mon,ATL,NYN,D,53640.0
96,20010409,0,Mon,FLO,PHI,N,11311.0
97,20010409,0,Mon,CIN,PIT,D,36954.0
98,20010409,0,Mon,COL,SLN,D,48702.0
99,20010410,0,Tue,TEX,ANA,N,42784.0
100,20010410,0,Tue,BAL,BOS,N,27664.0
101,20010410,0,Tue,CLE,CHA,N,12465.0
102,20010410,0,Tue,NYA,KCA,N,16338.0
103,20010410,0,Tue,DET,MIN,N,9130.0
104,20010410,0,Tue,SEA,OAK,N,14880.0
105,20010410,0,Tue,TBA,TOR,N,18071.0
106,20010410,0,Tue,LAN,ARI,N,29191.0
107,20010410,0,Tue,HOU,MIL,N,23577.0
108,20010410,0,Tue,CHN,MON,N,8314.0
109,20010410,0,Tue,FLO,PHI,N,11376.0
110,20010410,0,Tue,SFN,SDN,D,61277.0
111,20010411,0,Wed,TEX,ANA,N,16974.0
112,20010411,0,Wed,BAL,BOS,N,26302.0
113,20010411,0,Wed,CLE,CHA,D,12693.0
114,20010411,0,Wed,NYA,KCA,D,19175.0
115,20010411,0,Wed,DET,MIN,N,11149.0
116,20010411,0,Wed,SEA,OAK,N,16652.0
117,20010411,0,Wed,TBA,TOR,N,24017.0
118,20010411,0,Wed,LAN,ARI,N,25974.0
119,20010411,0,Wed,HOU,MIL,N,26021.0
120,20010411,0,Wed,CHN,MON,N,9632.0
121,20010411,0,Wed,ATL,NYN,N,36048.0
122,20010411,0,Wed,CIN,PIT,N,35045.0
123,20010411,0,Wed,SFN,SDN,N,50149.0
124,20010411,0,Wed,COL,SLN,N,30115.0
125,20010412,0,Thu,TEX,ANA,N,17435.0
126,20010412,0,Thu,BAL,BOS,N,30083.0
127,20010412,0,Thu,CLE,DET,N,15639.0
128,20010412,0,Thu,SEA,OAK,D,15414.0
129,20010412,0,Thu,LAN,ARI,N,29465.0
130,20010412,0,Thu,HOU,MIL,D,23599.0
131,20010412,0,Thu,ATL,NYN,N,27694.0
132,20010412,0,Thu,CIN,PIT,N,33045.0
133,20010412,0,Thu,SFN,SDN,D,25730.0
134,20010412,0,Thu,COL,SLN,D,35127.0
135,20010413,0,Fri,SEA,ANA,N,31087.0
136,20010413,0,Fri,TBA,BAL,N,34656.0
137,20010413,0,Fri,NYA,BOS,N,33124.0
138,20010413,0,Fri,CLE,DET,N,20334.0
139,20010413,0,Fri,CHA,MIN,N,21202.0
140,20010413,0,Fri,TEX,OAK,N,19255.0
141,20010413,0,Fri,KCA,TOR,D,26148.0
142,20010413,0,Fri,PHI,ATL,N,31017.0
143,20010413,0,Fri,PIT,CHN,D,26003.0
144,20010413,0,Fri,ARI,COL,N,38564.0
145,20010413,0,Fri,SFN,MIL,N,34998.0
146,20010413,0,Fri,FLO,MON,N,12554.0
147,20010413,0,Fri,CIN,NYN,N,38243.0
148,20010413,0,Fri,LAN,SDN,N,29883.0
149,20010413,0,Fri,HOU,SLN,N,42153.0
150,20010414,0,Sat,SEA,ANA,N,34780.0
151,20010414,0,Sat,TBA,BAL,D,43621.0
152,20010414,0,Sat,NYA,BOS,D,33396.0
153,20010414,0,Sat,CLE,DET,D,23119.0
154,20010414,0,Sat,CHA,MIN,N,26487.0
155,20010414,0,Sat,TEX,OAK,D,26730.0
156,20010414,0,Sat,KCA,TOR,D,26024.0
157,20010414,0,Sat,PHI,ATL,N,35979.0
158,20010414,0,Sat,PIT,CHN,D,34220.0
159,20010414,0,Sat,ARI,COL,D,42319.0
160,20010414,0,Sat,SFN,MIL,N,42080.0
161,20010414,0,Sat,FLO,MON,N,9514.0
162,20010414,0,Sat,CIN,NYN,D,55067.0
163,20010414,0,Sat,LAN,SDN,N,50750.0
164,20010414,0,Sat,HOU,SLN,D,39235.0
165,20010415,0,Sun,SEA,ANA,D,20733.0
166,20010415,0,Sun,TBA,BAL,D,30441.0
167,20010415,0,Sun,NYA,BOS,D,32127.0
168,20010415,0,Sun,CHA,MIN,D,9141.0
169,20010415,0,Sun,TEX,OAK,N,18853.0
170,20010415,0,Sun,KCA,TOR,D,21379.0
171,20010415,0,Sun,PHI,ATL,D,24472.0
172,20010415,0,Sun,PIT,CHN,D,21061.0
173,20010415,0,Sun,ARI,COL,D,36841.0
174,20010415,0,Sun,SFN,MIL,D,25981.0
175,20010415,0,Sun,FLO,MON,D,8090.0
176,20010415,0,Sun,CIN,NYN,D,39643.0
177,20010415,0,Sun,LAN,SDN,D,23852.0
178,20010415,0,Sun,HOU,SLN,D,27993.0
179,20010416,0,Mon,OAK,ANA,N,16368.0
180,20010416,0,Mon,TBA,BAL,N,24558.0
181,20010416,0,Mon,NYA,BOS,D,33373.0
182,20010416,0,Mon,KCA,MIN,N,10297.0
183,20010416,0,Mon,TEX,SEA,N,45657.0
184,20010416,0,Mon,FLO,ATL,N,24015.0
185,20010416,0,Mon,MON,NYN,N,18241.0
186,20010416,0,Mon,HOU,PIT,N,20128.0
187,20010416,0,Mon,ARI,SLN,N,25625.0
188,20010417,0,Tue,OAK,ANA,N,17837.0
189,20010417,0,Tue,CLE,BAL,N,28679.0
190,20010417,0,Tue,CHA,DET,N,13068.0
191,20010417,0,Tue,KCA,MIN,N,10623.0
192,20010417,0,Tue,TEX,SEA,N,34536.0
193,20010417,0,Tue,BOS,TBA,N,17416.0
194,20010417,0,Tue,NYA,TOR,N,20019.0
195,20010417,0,Tue,FLO,ATL,N,27522.0
196,20010417,0,Tue,PHI,CHN,D,18189.0
197,20010417,0,Tue,MIL,CIN,N,15729.0
198,20010417,0,Tue,MON,NYN,N,20177.0
199,20010417,0,Tue,COL,SDN,N,16615.0
200,20010417,0,Tue,LAN,SFN,N,41059.0
201,20010417,0,Tue,ARI,SLN,N,28517.0
202,20010418,0,Wed,OAK,ANA,N,17962.0
203,20010418,0,Wed,CLE,BAL,N,28801.0
204,20010418,0,Wed,CHA,DET,N,13180.0
205,20010418,0,Wed,KCA,MIN,D,12270.0
206,20010418,0,Wed,TEX,SEA,N,48823.0
207,20010418,0,Wed,BOS,TBA,N,14954.0
208,20010418,0,Wed,NYA,TOR,N,19770.0
209,20010418,0,Wed,FLO,ATL,D,30233.0
210,20010418,1,Wed,PHI,CHN,D,0.0
211,20010418,2,Wed,PHI,CHN,D,26793.0
212,20010418,0,Wed,MIL,CIN,N,16837.0
213,20010418,0,Wed,MON,NYN,D,20721.0
214,20010418,0,Wed,HOU,PIT,N,20339.0
215,20010418,0,Wed,COL,SDN,N,17040.0
216,20010418,0,Wed,LAN,SFN,N,41059.0
217,20010418,0,Wed,ARI,SLN,N,29144.0
218,20010419,0,Thu,CLE,BAL,D,34100.0
219,20010419,0,Thu,CHA,DET,N,14571.0
220,20010419,0,Thu,ANA,SEA,N,25016.0
221,20010419,0,Thu,BOS,TBA,N,20289.0
222,20010419,0,Thu,OAK,TEX,N,33311.0
223,20010419,0,Thu,NYA,TOR,N,24684.0
224,20010419,0,Thu,MON,FLO,N,10940.0
225,20010419,0,Thu,COL,SDN,D,15896.0
226,20010419,0,Thu,LAN,SFN,N,41059.0
227,20010420,0,Fri,MIN,CHA,N,16557.0
228,20010420,0,Fri,DET,CLE,N,33127.0
229,20010420,0,Fri,TOR,KCA,N,28018.0
230,20010420,0,Fri,BOS,NYA,N,54366.0
231,20010420,0,Fri,ANA,SEA,N,38518.0
232,20010420,0,Fri,BAL,TBA,N,11417.0
233,20010420,0,Fri,OAK,TEX,N,39041.0
234,20010420,0,Fri,COL,ARI,N,32011.0
235,20010420,0,Fri,NYN,CIN,N,26557.0
236,20010420,0,Fri,MON,FLO,N,11551.0
237,20010420,0,Fri,SLN,HOU,N,39152.0
238,20010420,0,Fri,SDN,LAN,N,34368.0
239,20010420,0,Fri,ATL,PHI,N,16245.0
240,20010420,0,Fri,CHN,PIT,N,31692.0
241,20010420,0,Fri,MIL,SFN,N,41059.0
242,20010421,0,Sat,MIN,CHA,D,19096.0
243,20010421,0,Sat,DET,CLE,D,42068.0
244,20010421,0,Sat,TOR,KCA,N,18246.0
245,20010421,0,Sat,BOS,NYA,D,55483.0
246,20010421,0,Sat,ANA,SEA,D,39274.0
247,20010421,0,Sat,BAL,TBA,D,12307.0
248,20010421,0,Sat,OAK,TEX,N,45174.0
249,20010421,0,Sat,COL,ARI,N,31724.0
250,20010421,0,Sat,NYN,CIN,D,28135.0
251,20010421,0,Sat,MON,FLO,N,17587.0
252,20010421,0,Sat,SLN,HOU,D,40981.0
253,20010421,0,Sat,SDN,LAN,N,30295.0
254,20010421,0,Sat,ATL,PHI,N,17123.0
255,20010421,0,Sat,CHN,PIT,D,33105.0
256,20010421,0,Sat,MIL,SFN,D,41059.0
257,20010422,0,Sun,MIN,CHA,D,19730.0
258,20010422,0,Sun,DET,CLE,D,34125.0
259,20010422,0,Sun,TOR,KCA,D,17371.0
260,20010422,0,Sun,BOS,NYA,D,55278.0
261,20010422,0,Sun,ANA,SEA,D,44192.0
262,20010422,0,Sun,BAL,TBA,D,17198.0
263,20010422,0,Sun,OAK,TEX,D,32527.0
264,20010422,0,Sun,COL,ARI,D,31076.0
265,20010422,0,Sun,NYN,CIN,D,30682.0
266,20010422,0,Sun,MON,FLO,D,10609.0
267,20010422,0,Sun,SLN,HOU,N,31020.0
268,20010422,0,Sun,SDN,LAN,D,31040.0
269,20010422,0,Sun,ATL,PHI,D,26756.0
270,20010422,0,Sun,CHN,PIT,D,35676.0
271,20010422,0,Sun,MIL,SFN,D,41059.0
272,20010423,0,Mon,FLO,ARI,N,23328.0
273,20010423,0,Mon,ATL,HOU,N,29122.0
274,20010423,0,Mon,PHI,SDN,N,42932.0
275,20010424,0,Tue,MIN,BOS,N,32557.0
276,20010424,0,Tue,OAK,CHA,N,12441.0
277,20010424,0,Tue,ANA,CLE,N,31942.0
278,20010424,0,Tue,BAL,DET,N,14101.0
279,20010424,0,Tue,SEA,NYA,N,29522.0
280,20010424,0,Tue,KCA,TBA,N,8915.0
281,20010424,0,Tue,TEX,TOR,N,15381.0
282,20010424,0,Tue,FLO,ARI,N,24135.0
283,20010424,0,Tue,CHN,COL,N,43562.0
284,20010424,0,Tue,ATL,HOU,N,29216.0
285,20010424,0,Tue,PIT,LAN,N,23596.0
286,20010424,0,Tue,NYN,MIL,N,27404.0
287,20010424,0,Tue,PHI,SDN,N,13872.0
288,20010424,0,Tue,CIN,SFN,N,40723.0
289,20010424,0,Tue,MON,SLN,N,28345.0
290,20010425,0,Wed,MIN,BOS,N,33177.0
291,20010425,0,Wed,OAK,CHA,N,12941.0
292,20010425,0,Wed,ANA,CLE,N,31396.0
293,20010425,0,Wed,BAL,DET,N,18919.0
294,20010425,0,Wed,SEA,NYA,N,23684.0
295,20010425,0,Wed,KCA,TBA,N,8752.0
296,20010425,0,Wed,TEX,TOR,N,15021.0
297,20010425,0,Wed,FLO,ARI,N,23097.0
298,20010425,0,Wed,CHN,COL,N,42514.0
299,20010425,0,Wed,ATL,HOU,N,31223.0
300,20010425,0,Wed,PIT,LAN,N,22495.0
301,20010425,0,Wed,NYN,MIL,N,30353.0
302,20010425,0,Wed,PHI,SDN,N,12573.0
303,20010425,0,Wed,CIN,SFN,N,40763.0
304,20010425,0,Wed,MON,SLN,N,28858.0
305,20010426,0,Thu,MIN,BOS,N,32222.0
306,20010426,0,Thu,OAK,CHA,N,12963.0
307,20010426,0,Thu,ANA,CLE,N,29427.0
308,20010426,0,Thu,BAL,DET,D,18824.0
309,20010426,0,Thu,SEA,NYA,N,30218.0
310,20010426,0,Thu,KCA,TBA,D,9247.0
311,20010426,0,Thu,ATL,ARI,N,27362.0
312,20010426,0,Thu,CHN,COL,D,47336.0
313,20010426,0,Thu,PIT,LAN,N,24143.0
314,20010426,0,Thu,NYN,MIL,D,25233.0
315,20010426,0,Thu,PHI,SDN,D,12785.0
316,20010426,0,Thu,CIN,SFN,D,41059.0
317,20010426,0,Thu,MON,SLN,D,42373.0
318,20010427,0,Fri,KCA,BOS,N,31850.0
319,20010427,0,Fri,SEA,CHA,N,16276.0
320,20010427,0,Fri,TEX,CLE,N,40320.0
321,20010427,0,Fri,TBA,DET,N,16458.0
322,20010427,0,Fri,BAL,MIN,N,24369.0
323,20010427,0,Fri,OAK,NYA,N,35170.0
324,20010427,0,Fri,ANA,TOR,N,16174.0
325,20010427,0,Fri,ATL,ARI,N,32663.0
326,20010427,0,Fri,CIN,COL,N,44502.0
327,20010427,0,Fri,FLO,HOU,N,32120.0
328,20010427,0,Fri,PHI,LAN,N,40643.0
329,20010427,0,Fri,MON,MIL,N,26350.0
330,20010427,0,Fri,PIT,SDN,N,27896.0
331,20010427,0,Fri,CHN,SFN,N,41059.0
332,20010427,0,Fri,NYN,SLN,N,40674.0
333,20010428,0,Sat,KCA,BOS,D,32442.0
334,20010428,0,Sat,SEA,CHA,N,25542.0
335,20010428,0,Sat,TEX,CLE,N,41147.0
336,20010428,0,Sat,TBA,DET,D,18666.0
337,20010428,0,Sat,BAL,MIN,N,30479.0
338,20010428,0,Sat,OAK,NYA,D,38422.0
339,20010428,0,Sat,ANA,TOR,D,19261.0
340,20010428,0,Sat,ATL,ARI,N,45264.0
341,20010428,0,Sat,CIN,COL,D,47143.0
342,20010428,0,Sat,FLO,HOU,D,33274.0
343,20010428,0,Sat,PHI,LAN,N,37322.0
344,20010428,0,Sat,MON,MIL,D,40877.0
345,20010428,0,Sat,PIT,SDN,N,48326.0
346,20010428,0,Sat,CHN,SFN,D,41059.0
347,20010428,0,Sat,NYN,SLN,D,43843.0
348,20010429,0,Sun,KCA,BOS,D,32791.0
349,20010429,0,Sun,SEA,CHA,D,25442.0
350,20010429,0,Sun,TEX,CLE,D,40132.0
351,20010429,0,Sun,TBA,DET,D,16769.0
352,20010429,0,Sun,BAL,MIN,D,23011.0
353,20010429,0,Sun,OAK,NYA,D,50572.0
354,20010429,0,Sun,ANA,TOR,D,23949.0
355,20010429,0,Sun,ATL,ARI,N,34356.0
356,20010429,0,Sun,CIN,COL,D,47047.0
357,20010429,0,Sun,FLO,HOU,D,31376.0
358,20010429,0,Sun,PHI,LAN,D,43589.0
359,20010429,0,Sun,MON,MIL,D,32700.0
360,20010429,0,Sun,PIT,SDN,D,41654.0
361,20010429,0,Sun,CHN,SFN,D,41059.0
362,20010429,0,Sun,NYN,SLN,D,38401.0
363,20010430,0,Mon,TBA,BAL,N,28510.0
364,20010430,0,Mon,NYA,MIN,N,24629.0
365,20010430,0,Mon,KCA,TOR,D,13766.0
366,20010430,0,Mon,HOU,NYN,N,19083.0
367,20010501,0,Tue,CHA,ANA,N,15664.0
368,20010501,0,Tue,TBA,BAL,N,27208.0
369,20010501,0,Tue,CLE,KCA,N,14512.0
370,20010501,0,Tue,NYA,MIN,N,24505.0
371,20010501,0,Tue,TOR,OAK,N,10935.0
372,20010501,0,Tue,BOS,SEA,N,36642.0
373,20010501,0,Tue,DET,TEX,N,25638.0
374,20010501,0,Tue,MIL,ATL,N,24922.0
375,20010501,0,Tue,SDN,CHN,N,28842.0
376,20010501,0,Tue,LAN,CIN,N,21473.0
377,20010501,0,Tue,SLN,FLO,N,10377.0
378,20010501,0,Tue,ARI,MON,N,4340.0
379,20010501,0,Tue,HOU,NYN,N,25619.0
380,20010501,0,Tue,COL,PHI,N,14138.0
381,20010501,0,Tue,SFN,PIT,N,22926.0
382,20010502,0,Wed,CHA,ANA,N,15516.0
383,20010502,0,Wed,TBA,BAL,N,26615.0
384,20010502,0,Wed,CLE,KCA,N,13401.0
385,20010502,0,Wed,NYA,MIN,N,36825.0
386,20010502,0,Wed,TOR,OAK,N,14048.0
387,20010502,0,Wed,BOS,SEA,N,40170.0
388,20010502,0,Wed,DET,TEX,N,33825.0
389,20010502,0,Wed,MIL,ATL,N,24802.0
390,20010502,0,Wed,SDN,CHN,N,27016.0
391,20010502,0,Wed,LAN,CIN,N,21323.0
392,20010502,0,Wed,SLN,FLO,N,10308.0
393,20010502,0,Wed,ARI,MON,N,4352.0
394,20010502,0,Wed,HOU,NYN,N,23262.0
395,20010502,0,Wed,COL,PHI,N,13243.0
396,20010502,0,Wed,SFN,PIT,N,22880.0
397,20010503,0,Thu,CHA,ANA,N,15372.0
398,20010503,0,Thu,NYA,BAL,N,40218.0
399,20010503,0,Thu,CLE,KCA,D,23869.0
400,20010503,0,Thu,TOR,OAK,D,10586.0
401,20010503,0,Thu,BOS,SEA,N,32513.0
402,20010503,0,Thu,DET,TEX,D,34051.0
403,20010503,0,Thu,MIL,ATL,N,26411.0
404,20010503,0,Thu,SDN,CHN,D,27307.0
405,20010503,0,Thu,LAN,CIN,N,18371.0
406,20010503,0,Thu,ARI,MON,N,4788.0
407,20010503,0,Thu,COL,PHI,D,17383.0
408,20010503,0,Thu,SFN,PIT,N,23048.0
409,20010504,0,Fri,DET,ANA,N,36690.0
410,20010504,0,Fri,NYA,BAL,N,43133.0
411,20010504,0,Fri,MIN,KCA,N,16075.0
412,20010504,0,Fri,BOS,OAK,N,20631.0
413,20010504,0,Fri,TOR,SEA,N,42284.0
414,20010504,0,Fri,CLE,TBA,N,14287.0
415,20010504,0,Fri,SLN,ATL,N,40981.0
416,20010504,0,Fri,LAN,CHN,D,27871.0
417,20010504,0,Fri,SDN,CIN,N,24630.0
418,20010504,0,Fri,MIL,FLO,N,11108.0
419,20010504,0,Fri,HOU,MON,N,6017.0
420,20010504,0,Fri,ARI,NYN,N,36945.0
421,20010504,0,Fri,SFN,PHI,N,20713.0
422,20010504,0,Fri,COL,PIT,N,32653.0
423,20010505,0,Sat,DET,ANA,N,24758.0
424,20010505,0,Sat,NYA,BAL,D,47726.0
425,20010505,0,Sat,MIN,KCA,N,17052.0
426,20010505,0,Sat,BOS,OAK,D,29248.0
427,20010505,0,Sat,TOR,SEA,D,42894.0
428,20010505,0,Sat,CLE,TBA,D,14144.0
429,20010505,0,Sat,CHA,TEX,N,47674.0
430,20010505,0,Sat,SLN,ATL,N,48543.0
431,20010505,0,Sat,LAN,CHN,D,38468.0
432,20010505,0,Sat,SDN,CIN,D,23975.0
433,20010505,0,Sat,MIL,FLO,N,17253.0
434,20010505,0,Sat,HOU,MON,N,20541.0
435,20010505,0,Sat,ARI,NYN,D,35630.0
436,20010505,0,Sat,SFN,PHI,N,17887.0
437,20010505,0,Sat,COL,PIT,N,37596.0
438,20010506,0,Sun,DET,ANA,D,29353.0
439,20010506,0,Sun,NYA,BAL,D,47740.0
440,20010506,0,Sun,MIN,KCA,D,16480.0
441,20010506,0,Sun,BOS,OAK,N,40186.0
442,20010506,0,Sun,TOR,SEA,D,45080.0
443,20010506,0,Sun,CLE,TBA,D,17759.0
444,20010506,0,Sun,CHA,TEX,D,34871.0
445,20010506,0,Sun,SLN,ATL,D,44144.0
446,20010506,0,Sun,LAN,CHN,D,36050.0
447,20010506,0,Sun,SDN,CIN,D,25929.0
448,20010506,0,Sun,MIL,FLO,D,10095.0
449,20010506,0,Sun,HOU,MON,D,6041.0
450,20010506,0,Sun,ARI,NYN,D,37673.0
451,20010506,0,Sun,SFN,PHI,D,25206.0
452,20010506,0,Sun,COL,PIT,D,34915.0
453,20010507,0,Mon,CHA,TEX,D,30073.0
454,20010507,0,Mon,CIN,ARI,N,25636.0
455,20010507,0,Mon,NYN,COL,N,34644.0
456,20010507,0,Mon,PHI,HOU,N,31511.0
457,20010507,0,Mon,FLO,LAN,N,20807.0
458,20010507,0,Mon,CHN,MIL,N,30239.0
459,20010507,0,Mon,MON,SFN,N,38249.0
460,20010507,0,Mon,PIT,SLN,N,31891.0
461,20010508,0,Tue,SEA,BOS,N,32941.0
462,20010508,0,Tue,ANA,CHA,N,13187.0
463,20010508,0,Tue,KCA,CLE,N,31537.0
464,20010508,0,Tue,TEX,DET,N,21662.0
465,20010508,0,Tue,MIN,NYA,N,29326.0
466,20010508,0,Tue,BAL,TBA,N,9010.0
467,20010508,0,Tue,OAK,TOR,N,16479.0
468,20010508,0,Tue,CIN,ARI,N,29817.0
469,20010508,0,Tue,NYN,COL,N,36602.0
470,20010508,0,Tue,PHI,HOU,N,31278.0
471,20010508,0,Tue,FLO,LAN,N,24956.0
472,20010508,0,Tue,CHN,MIL,N,26751.0
473,20010508,0,Tue,ATL,SDN,N,20494.0
474,20010508,0,Tue,MON,SFN,N,38123.0
475,20010508,0,Tue,PIT,SLN,N,35771.0
476,20010509,0,Wed,SEA,BOS,N,31616.0
477,20010509,0,Wed,ANA,CHA,N,13458.0
478,20010509,0,Wed,KCA,CLE,N,32664.0
479,20010509,0,Wed,TEX,DET,N,17933.0
480,20010509,0,Wed,MIN,NYA,N,23280.0
481,20010509,0,Wed,BAL,TBA,N,8945.0
482,20010509,0,Wed,OAK,TOR,N,16241.0
483,20010509,0,Wed,CIN,ARI,N,26150.0
484,20010509,0,Wed,NYN,COL,N,35952.0
485,20010509,0,Wed,PHI,HOU,N,31769.0
486,20010509,0,Wed,FLO,LAN,N,27301.0
487,20010509,0,Wed,CHN,MIL,N,30616.0
488,20010509,0,Wed,ATL,SDN,N,18902.0
489,20010509,0,Wed,MON,SFN,N,38074.0
490,20010509,0,Wed,PIT,SLN,N,33921.0
491,20010510,0,Thu,SEA,BOS,N,31428.0
492,20010510,0,Thu,ANA,CHA,N,12684.0
493,20010510,0,Thu,KCA,CLE,N,34502.0
494,20010510,0,Thu,TEX,DET,D,25306.0
495,20010510,0,Thu,MIN,NYA,N,29100.0
496,20010510,0,Thu,BAL,TBA,N,8915.0
497,20010510,0,Thu,OAK,TOR,N,16130.0
498,20010510,0,Thu,NYN,COL,D,40603.0
499,20010510,0,Thu,FLO,LAN,N,21907.0
500,20010510,0,Thu,CHN,MIL,D,36149.0
501,20010510,0,Thu,ATL,SDN,D,20056.0
502,20010510,0,Thu,MON,SFN,D,41059.0
503,20010510,0,Thu,PIT,SLN,D,45008.0
504,20010511,0,Fri,OAK,BOS,N,32718.0
505,20010511,0,Fri,TEX,CHA,N,19399.0
506,20010511,0,Fri,TBA,CLE,N,42009.0
507,20010511,0,Fri,ANA,DET,N,18811.0
508,20010511,0,Fri,KCA,MIN,N,19141.0
509,20010511,0,Fri,BAL,NYA,N,40433.0
510,20010511,0,Fri,SEA,TOR,N,20279.0
511,20010511,0,Fri,PHI,ARI,N,30291.0
512,20010511,0,Fri,MON,COL,N,43680.0
513,20010511,0,Fri,ATL,LAN,N,54343.0
514,20010511,0,Fri,PIT,MIL,N,31525.0
515,20010511,0,Fri,FLO,SDN,N,24357.0
516,20010511,0,Fri,NYN,SFN,N,41059.0
517,20010511,0,Fri,CHN,SLN,N,47444.0
518,20010512,0,Sat,OAK,BOS,D,32686.0
