game_date,game_time,stadium_name,home_team,away_team
20230407,13:20:00,Wrigley Field,CHN,TEX
20230407,13:35:00,Oracle Park,SFN,KCA
20230407,16:10:00,Progressive Field,CLE,SEA
20230407,16:12:00,PNC Park,PIT,CHA
20230407,18:38:00,Angel Stadium,ANA,TOR
20230407,18:40:00,Coors Field,COL,WAS
20230407,18:40:00,Chase Field,ARI,LAN
20230407,18:40:00,Tropicana Field,TBA,OAK
20230407,19:10:00,American Family Field,MIL,SLN
20230407,19:20:00,Truist Park,ATL,SDN
20230408,13:05:00,Oracle Park,SFN,KCA
20230408,13:10:00,Target Field,MIN,HOU
20230408,13:10:00,Comerica Park,DET,BOS
20230408,15:05:00,Wrigley Field,CHN,TEX
20230408,16:05:00,Citizens Bank Park,PHI,CIN
20230408,16:10:00,Citi Field,NYN,MIA
20230408,16:10:00,Tropicana Field,TBA,OAK
20230408,17:10:00,Chase Field,ARI,LAN
20230408,18:07:00,Angel Stadium,ANA,TOR
20230408,18:10:00,Coors Field,COL,WAS
20230408,18:10:00,American Family Field,MIL,SLN
20230408,18:10:00,Progressive Field,CLE,SEA
20230408,18:35:00,PNC Park,PIT,CHA
20230408,19:05:00,Oriole Park at Camden Yards,BAL,NYA
20230408,19:20:00,Truist Park,ATL,SDN
20230409,13:05:00,Citizens Bank Park,PHI,CIN
20230409,13:05:00,Oracle Park,SFN,KCA
20230409,13:07:00,Angel Stadium,ANA,TOR
20230409,13:10:00,Target Field,MIN,HOU
20230409,13:10:00,Coors Field,COL,WAS
20230409,13:10:00,Chase Field,ARI,LAN
20230409,13:10:00,Comerica Park,DET,BOS
20230409,13:10:00,American Family Field,MIL,SLN
20230409,13:10:00,Tropicana Field,TBA,OAK
20230409,13:20:00,Wrigley Field,CHN,TEX
20230409,13:35:00,Oriole Park at Camden Yards,BAL,NYA
20230409,13:35:00,PNC Park,PIT,CHA
20230409,13:40:00,Citi Field,NYN,MIA
20230409,13:40:00,Progressive Field,CLE,SEA
20230409,19:08:00,Truist Park,ATL,SDN
20230410,13:10:00,Target Field,MIN,CHA
20230410,18:10:00,Progressive Field,CLE,NYA
20230410,18:35:00,Oriole Park at Camden Yards,BAL,OAK
20230410,18:35:00,PNC Park,PIT,HOU
20230410,18:38:00,Angel Stadium,ANA,WAS
20230410,18:40:00,Coors Field,COL,SLN
20230410,18:40:00,Chase Field,ARI,MIL
20230410,18:40:00,Citizens Bank Park,PHI,MIA
20230410,18:40:00,Wrigley Field,CHN,SEA
20230410,18:40:00,Tropicana Field,TBA,BOS
20230410,18:45:00,Oracle Park,SFN,LAN
20230410,19:05:00,Globe Life Field,TEX,KCA
20230410,19:10:00,Citi Field,NYN,SDN
20230410,19:20:00,Truist Park,ATL,CIN
20230411,18:10:00,Progressive Field,CLE,NYA
20230411,18:35:00,Oriole Park at Camden Yards,BAL,OAK
20230411,18:35:00,PNC Park,PIT,HOU
20230411,18:38:00,Angel Stadium,ANA,WAS
20230411,18:40:00,Target Field,MIN,CHA
20230411,18:40:00,Coors Field,COL,SLN
20230411,18:40:00,Chase Field,ARI,MIL
20230411,18:40:00,Citizens Bank Park,PHI,MIA
20230411,18:40:00,Wrigley Field,CHN,SEA
20230411,18:40:00,Tropicana Field,TBA,BOS
20230411,18:45:00,Oracle Park,SFN,LAN
20230411,19:05:00,Globe Life Field,TEX,KCA
20230411,19:07:00,Rogers Centre,TOR,DET
20230411,19:10:00,Citi Field,NYN,SDN
20230411,19:20:00,Truist Park,ATL,CIN
20230412,12:10:00,Target Field,MIN,CHA
20230412,12:35:00,PNC Park,PIT,HOU
20230412,12:40:00,Chase Field,ARI,MIL
20230412,13:07:00,Angel Stadium,ANA,WAS
20230412,13:10:00,Coors Field,COL,SLN
20230412,13:10:00,Citi Field,NYN,SDN
20230412,13:10:00,Progressive Field,CLE,NYA
20230412,13:20:00,Wrigley Field,CHN,SEA
20230412,16:05:00,Citizens Bank Park,PHI,MIA
20230412,18:35:00,Oriole Park at Camden Yards,BAL,OAK
20230412,18:40:00,Tropicana Field,TBA,BOS
20230412,18:45:00,Oracle Park,SFN,LAN
20230412,19:05:00,Globe Life Field,TEX,KCA
20230412,19:07:00,Rogers Centre,TOR,DET
20230412,19:20:00,Truist Park,ATL,CIN
20230413,13:05:00,Oriole Park at Camden Yards,BAL,OAK
20230413,13:10:00,Tropicana Field,TBA,BOS
20230413,18:40:00,Great American Ball Park,CIN,PHI
20230413,18:40:00,Petco Park,SDN,MIL
20230413,18:45:00,Busch Stadium,SLN,PIT
20230413,19:05:00,Yankee Stadium,NYA,MIN
20230413,19:07:00,Rogers Centre,TOR,DET
20230414,18:10:00,Guaranteed Rate Field,CHA,BAL
20230414,18:40:00,Oakland Coliseum,OAK,NYN
20230414,18:40:00,Great American Ball Park,CIN,PHI
20230414,18:40:00,Petco Park,SDN,MIL
20230414,18:40:00,loanDepot park,MIA,ARI
20230414,18:40:00,Comerica Park,DET,SFN
20230414,19:05:00,Yankee Stadium,NYA,MIN
20230414,19:05:00,Nationals Park,WAS,CLE
20230414,19:07:00,Rogers Centre,TOR,TBA
20230414,19:10:00,Fenway Park,BOS,ANA
20230414,19:10:00,Dodger Stadium,LAN,CHN
20230414,19:10:00,Kauffman Stadium,KCA,ATL
20230414,19:10:00,TMobile Park,SEA,COL
20230414,19:10:00,Minute Maid Park,HOU,TEX
20230414,19:15:00,Busch Stadium,SLN,PIT
20230415,13:05:00,Yankee Stadium,NYA,MIN
20230415,13:05:00,Petco Park,SDN,MIL
20230415,13:07:00,Oakland Coliseum,OAK,NYN
20230415,13:10:00,Guaranteed Rate Field,CHA,BAL
20230415,13:10:00,Comerica Park,DET,SFN
20230415,13:15:00,Busch Stadium,SLN,PIT
20230415,15:07:00,Rogers Centre,TOR,TBA
20230415,15:10:00,Kauffman Stadium,KCA,ATL
20230415,16:05:00,Nationals Park,WAS,CLE
20230415,16:10:00,Fenway Park,BOS,ANA
20230415,16:10:00,Great American Ball Park,CIN,PHI
20230415,16:10:00,loanDepot park,MIA,ARI
20230415,18:10:00,Dodger Stadium,LAN,CHN
20230415,18:10:00,Minute Maid Park,HOU,TEX
20230415,18:40:00,TMobile Park,SEA,COL
20230416,13:07:00,Oakland Coliseum,OAK,NYN
20230416,13:10:00,Guaranteed Rate Field,CHA,BAL
20230416,13:10:00,Dodger Stadium,LAN,CHN
20230416,13:10:00,Petco Park,SDN,MIL
20230416,13:10:00,Comerica Park,DET,SFN
20230416,13:10:00,Kauffman Stadium,KCA,ATL
20230416,13:10:00,TMobile Park,SEA,COL
20230416,13:15:00,Busch Stadium,SLN,PIT
20230416,13:35:00,Yankee Stadium,NYA,MIN
20230416,13:35:00,Fenway Park,BOS,ANA
20230416,13:35:00,Nationals Park,WAS,CLE
20230416,13:37:00,Rogers Centre,TOR,TBA
20230416,13:40:00,Great American Ball Park,CIN,PHI
20230416,13:40:00,loanDepot park,MIA,ARI
20230416,18:08:00,Minute Maid Park,HOU,TEX
20230417,11:10:00,Fenway Park,BOS,ANA
20230417,18:10:00,Guaranteed Rate Field,CHA,PHI
20230417,18:40:00,Oakland Coliseum,OAK,CHN
20230417,18:40:00,Coors Field,COL,PIT
20230417,18:40:00,Great American Ball Park,CIN,TBA
20230417,18:40:00,Petco Park,SDN,ATL
20230417,18:40:00,loanDepot park,MIA,SFN
20230417,18:40:00,Comerica Park,DET,CLE
20230417,18:40:00,Kauffman Stadium,KCA,TEX
20230417,18:40:00,TMobile Park,SEA,MIL
20230417,18:45:00,Busch Stadium,SLN,ARI
20230417,19:10:00,Dodger Stadium,LAN,NYN
20230417,19:10:00,Minute Maid Park,HOU,TOR
20230418,18:10:00,Guaranteed Rate Field,CHA,PHI
20230418,18:40:00,Oakland Coliseum,OAK,CHN
20230418,18:40:00,Coors Field,COL,PIT
20230418,18:40:00,Great American Ball Park,CIN,TBA
20230418,18:40:00,Petco Park,SDN,ATL
20230418,18:40:00,loanDepot park,MIA,SFN
20230418,18:40:00,Comerica Park,DET,CLE
20230418,18:40:00,Kauffman Stadium,KCA,TEX
20230418,18:40:00,TMobile Park,SEA,MIL
20230418,18:45:00,Busch Stadium,SLN,ARI
20230418,19:05:00,Yankee Stadium,NYA,ANA
20230418,19:05:00,Nationals Park,WAS,BAL
20230418,19:10:00,Fenway Park,BOS,MIN
20230418,19:10:00,Dodger Stadium,LAN,NYN
20230418,19:10:00,Minute Maid Park,HOU,TOR
20230419,12:10:00,Dodger Stadium,LAN,NYN
20230419,12:15:00,Busch Stadium,SLN,ARI
20230419,12:35:00,Great American Ball Park,CIN,TBA
20230419,12:37:00,Oakland Coliseum,OAK,CHN
20230419,13:10:00,Guaranteed Rate Field,CHA,PHI
20230419,13:10:00,Coors Field,COL,PIT
20230419,13:10:00,Petco Park,SDN,ATL
20230419,13:10:00,loanDepot park,MIA,SFN
20230419,13:10:00,Comerica Park,DET,CLE
20230419,13:10:00,Kauffman Stadium,KCA,TEX
20230419,13:10:00,TMobile Park,SEA,MIL
20230419,19:05:00,Yankee Stadium,NYA,ANA
20230419,19:05:00,Nationals Park,WAS,BAL
20230419,19:10:00,Fenway Park,BOS,MIN
20230419,19:10:00,Minute Maid Park,HOU,TOR
20230420,13:35:00,Fenway Park,BOS,MIN
20230420,16:05:00,Yankee Stadium,NYA,ANA
20230420,18:35:00,PNC Park,PIT,CIN
20230420,18:40:00,Chase Field,ARI,SDN
20230420,18:40:00,Citizens Bank Park,PHI,COL
20230420,18:40:00,Wrigley Field,CHN,LAN
20230420,18:45:00,Oracle Park,SFN,NYN
20230421,13:20:00,Wrigley Field,CHN,LAN
20230421,18:35:00,PNC Park,PIT,CIN
20230421,18:38:00,Angel Stadium,ANA,KCA
20230421,18:40:00,Chase Field,ARI,SDN
20230421,18:40:00,Tropicana Field,TBA,CHA
20230421,19:05:00,Yankee Stadium,NYA,TOR
20230421,19:05:00,Globe Life Field,TEX,OAK
20230421,19:05:00,Oriole Park at Camden Yards,BAL,DET
20230421,19:05:00,Citizens Bank Park,PHI,COL
20230421,19:10:00,Target Field,MIN,WAS
20230421,19:10:00,American Family Field,MIL,BOS
20230421,19:10:00,TMobile Park,SEA,SLN
20230421,19:10:00,Progressive Field,CLE,MIA
20230421,19:15:00,Oracle Park,SFN,NYN
20230421,19:20:00,Truist Park,ATL,HOU
20230422,13:05:00,Yankee Stadium,NYA,TOR
20230422,13:05:00,Oracle Park,SFN,NYN
20230422,13:10:00,Target Field,MIN,WAS
20230422,13:20:00,Wrigley Field,CHN,LAN
20230422,16:05:00,Citizens Bank Park,PHI,COL
20230422,16:05:00,Tropicana Field,TBA,CHA
20230422,17:10:00,Chase Field,ARI,SDN
20230422,18:05:00,Globe Life Field,TEX,OAK
20230422,18:07:00,Angel Stadium,ANA,KCA
20230422,18:10:00,American Family Field,MIL,BOS
20230422,18:10:00,Progressive Field,CLE,MIA
20230422,18:35:00,PNC Park,PIT,CIN
20230422,18:40:00,TMobile Park,SEA,SLN
20230422,19:05:00,Oriole Park at Camden Yards,BAL,DET
20230422,19:20:00,Truist Park,ATL,HOU
20230423,12:05:00,Citizens Bank Park,PHI,COL
20230423,13:07:00,Angel Stadium,ANA,KCA
20230423,13:10:00,Target Field,MIN,WAS
20230423,13:10:00,Chase Field,ARI,SDN
20230423,13:10:00,American Family Field,MIL,BOS
20230423,13:10:00,TMobile Park,SEA,SLN
20230423,13:20:00,Wrigley Field,CHN,LAN
20230423,13:30:00,Truist Park,ATL,HOU
20230423,13:35:00,Yankee Stadium,NYA,TOR
20230423,13:35:00,Globe Life Field,TEX,OAK
20230423,13:35:00,Oriole Park at Camden Yards,BAL,DET
20230423,13:35:00,PNC Park,PIT,CIN
20230423,13:40:00,Progressive Field,CLE,MIA
20230423,13:40:00,Tropicana Field,TBA,CHA
20230423,16:08:00,Oracle Park,SFN,NYN
20230424,18:10:00,Progressive Field,CLE,COL
20230424,18:35:00,Oriole Park at Camden Yards,BAL,BOS
20230424,18:38:00,Angel Stadium,ANA,OAK
20230424,18:40:00,Target Field,MIN,NYA
20230424,18:40:00,Chase Field,ARI,KCA
20230424,18:40:00,Great American Ball Park,CIN,TEX
20230424,18:40:00,American Family Field,MIL,DET
20230424,18:40:00,Tropicana Field,TBA,HOU
20230424,18:45:00,Oracle Park,SFN,SLN
20230424,19:07:00,Rogers Centre,TOR,CHA
20230424,19:20:00,Truist Park,ATL,MIA
20230425,18:10:00,Progressive Field,CLE,COL
20230425,18:35:00,Oriole Park at Camden Yards,BAL,BOS
20230425,18:35:00,PNC Park,PIT,LAN
20230425,18:38:00,Angel Stadium,ANA,OAK
20230425,18:40:00,Target Field,MIN,NYA
20230425,18:40:00,Chase Field,ARI,KCA
20230425,18:40:00,Citizens Bank Park,PHI,SEA
20230425,18:40:00,Great American Ball Park,CIN,TEX
20230425,18:40:00,Wrigley Field,CHN,SDN
20230425,18:40:00,American Family Field,MIL,DET
20230425,18:40:00,Tropicana Field,TBA,HOU
20230425,18:45:00,Oracle Park,SFN,SLN
20230425,19:07:00,Rogers Centre,TOR,CHA
20230425,19:10:00,Citi Field,NYN,WAS
20230425,19:20:00,Truist Park,ATL,MIA
20230426,12:10:00,Target Field,MIN,NYA
20230426,12:35:00,Great American Ball Park,CIN,TEX
20230426,12:40:00,Chase Field,ARI,KCA
20230426,12:40:00,American Family Field,MIL,DET
20230426,13:05:00,Oriole Park at Camden Yards,BAL,BOS
20230426,13:07:00,Rogers Centre,TOR,CHA
20230426,13:10:00,Progressive Field,CLE,COL
20230426,18:35:00,PNC Park,PIT,LAN
20230426,18:38:00,Angel Stadium,ANA,OAK
20230426,18:40:00,Citizens Bank Park,PHI,SEA
20230426,18:40:00,Wrigley Field,CHN,SDN
20230426,18:40:00,Tropicana Field,TBA,HOU
20230426,18:45:00,Oracle Park,SFN,SLN
20230426,19:10:00,Citi Field,NYN,WAS
20230426,19:20:00,Truist Park,ATL,MIA
20230427,12:20:00,Truist Park,ATL,MIA
20230427,12:35:00,PNC Park,PIT,LAN
20230427,12:45:00,Oracle Park,SFN,SLN
20230427,13:05:00,Citizens Bank Park,PHI,SEA
20230427,13:07:00,Angel Stadium,ANA,OAK
20230427,13:20:00,Wrigley Field,CHN,SDN
20230427,18:10:00,Guaranteed Rate Field,CHA,TBA
20230427,18:40:00,Target Field,MIN,KCA
20230427,18:40:00,Comerica Park,DET,BAL
20230427,19:05:00,Globe Life Field,TEX,NYA
20230427,19:10:00,Citi Field,NYN,WAS
20230428,15:10:00,Target Field,MIN,KCA
20230428,18:10:00,Guaranteed Rate Field,CHA,TBA
20230428,18:40:00,Oakland Coliseum,OAK,CIN
20230428,18:40:00,Coors Field,COL,ARI
20230428,18:40:00,loanDepot park,MIA,CHN
20230428,18:40:00,Comerica Park,DET,BAL
20230428,19:05:00,Globe Life Field,TEX,NYA
20230428,19:05:00,Nationals Park,WAS,PIT
20230428,19:07:00,Rogers Centre,TOR,SEA
20230428,19:10:00,Fenway Park,BOS,CLE
20230428,19:10:00,Dodger Stadium,LAN,SLN
20230428,19:10:00,Citi Field,NYN,ATL
20230428,19:10:00,American Family Field,MIL,ANA
20230428,19:10:00,Minute Maid Park,HOU,PHI
20230429,13:05:00,Nationals Park,WAS,PIT
20230429,13:07:00,Oakland Coliseum,OAK,CIN
20230429,13:10:00,Target Field,MIN,KCA
20230429,13:10:00,Comerica Park,DET,BAL
20230429,15:07:00,Rogers Centre,TOR,SEA
20230429,16:05:00,Citi Field,NYN,ATL
20230429,16:05:00,Estadio Alfredo Harp Helu,SDN,SFN
20230429,16:05:00,loanDepot park,MIA,CHN
20230429,16:10:00,Fenway Park,BOS,CLE
20230429,16:10:00,Minute Maid Park,HOU,PHI
20230429,18:05:00,Globe Life Field,TEX,NYA
20230429,18:10:00,Guaranteed Rate Field,CHA,TBA
20230429,18:10:00,Coors Field,COL,ARI
20230429,18:10:00,Dodger Stadium,LAN,SLN
20230429,18:10:00,American Family Field,MIL,ANA
20230430,12:05:00,loanDepot park,MIA,CHN
20230430,13:07:00,Oakland Coliseum,OAK,CIN
20230430,13:10:00,Guaranteed Rate Field,CHA,TBA
20230430,13:10:00,Target Field,MIN,KCA
20230430,13:10:00,Coors Field,COL,ARI
20230430,13:10:00,Dodger Stadium,LAN,SLN
20230430,13:10:00,American Family Field,MIL,ANA
20230430,13:35:00,Globe Life Field,TEX,NYA
20230430,13:35:00,Fenway Park,BOS,CLE
20230430,13:35:00,Nationals Park,WAS,PIT
20230430,13:37:00,Rogers Centre,TOR,SEA
20230430,13:40:00,Citi Field,NYN,ATL
20230430,13:40:00,Comerica Park,DET,BAL
20230430,14:05:00,Estadio Alfredo Harp Helu,SDN,SFN
20230430,18:08:00,Minute Maid Park,HOU,PHI
20230501,13:10:00,Citi Field,NYN,ATL
20230501,18:40:00,Petco Park,SDN,CIN
20230501,19:05:00,Yankee Stadium,NYA,CLE
20230501,19:05:00,Nationals Park,WAS,CHN
20230501,19:10:00,Fenway Park,BOS,TOR
20230501,19:10:00,Dodger Stadium,LAN,PHI
20230501,19:10:00,Minute Maid Park,HOU,SFN
20230502,18:10:00,Guaranteed Rate Field,CHA,MIN
20230502,18:40:00,Oakland Coliseum,OAK,SEA
20230502,18:40:00,Coors Field,COL,MIL
20230502,18:40:00,Petco Park,SDN,CIN
20230502,18:40:00,loanDepot park,MIA,ATL
20230502,18:40:00,Comerica Park,DET,NYN
20230502,18:40:00,Kauffman Stadium,KCA,BAL
20230502,18:40:00,Tropicana Field,TBA,PIT
20230502,18:45:00,Busch Stadium,SLN,ANA
20230502,19:05:00,Yankee Stadium,NYA,CLE
20230502,19:05:00,Globe Life Field,TEX,ARI
20230502,19:05:00,Nationals Park,WAS,CHN
20230502,19:10:00,Fenway Park,BOS,TOR
20230502,19:10:00,Dodger Stadium,LAN,PHI
20230502,19:10:00,Minute Maid Park,HOU,SFN
20230503,13:05:00,Globe Life Field,TEX,ARI
20230503,13:10:00,Dodger Stadium,LAN,PHI
20230503,13:10:00,Petco Park,SDN,CIN
20230503,13:10:00,Minute Maid Park,HOU,SFN
20230503,18:10:00,Guaranteed Rate Field,CHA,MIN
20230503,18:40:00,Oakland Coliseum,OAK,SEA
20230503,18:40:00,Coors Field,COL,MIL
20230503,18:40:00,loanDepot park,MIA,ATL
20230503,18:40:00,Comerica Park,DET,NYN
20230503,18:40:00,Kauffman Stadium,KCA,BAL
20230503,18:40:00,Tropicana Field,TBA,PIT
20230503,18:45:00,Busch Stadium,SLN,ANA
20230503,19:05:00,Yankee Stadium,NYA,CLE
20230503,19:05:00,Nationals Park,WAS,CHN
20230503,19:10:00,Fenway Park,BOS,TOR
20230504,12:15:00,Busch Stadium,SLN,ANA
20230504,12:37:00,Oakland Coliseum,OAK,SEA
20230504,13:05:00,Nationals Park,WAS,CHN
20230504,13:10:00,Guaranteed Rate Field,CHA,MIN
20230504,13:10:00,Coors Field,COL,MIL
20230504,13:10:00,Comerica Park,DET,NYN
20230504,13:10:00,Kauffman Stadium,KCA,BAL
20230504,13:10:00,Tropicana Field,TBA,PIT
20230504,16:10:00,loanDepot park,MIA,ATL
20230504,18:10:00,Fenway Park,BOS,TOR
20230505,13:20:00,Wrigley Field,CHN,MIA
20230505,18:35:00,PNC Park,PIT,TOR
20230505,18:38:00,Angel Stadium,ANA,TEX
20230505,18:40:00,Chase Field,ARI,WAS
20230505,18:40:00,Great American Ball Park,CIN,CHA
20230505,18:40:00,Petco Park,SDN,LAN
20230505,18:40:00,Tropicana Field,TBA,NYA
20230505,19:05:00,Citizens Bank Park,PHI,BOS
20230505,19:10:00,Citi Field,NYN,COL
20230505,19:10:00,Kauffman Stadium,KCA,OAK
20230505,19:10:00,TMobile Park,SEA,HOU
20230505,19:10:00,Progressive Field,CLE,MIN
20230505,19:15:00,Busch Stadium,SLN,DET
20230505,19:15:00,Oracle Park,SFN,MIL
20230505,19:20:00,Truist Park,ATL,BAL
20230506,13:15:00,Busch Stadium,SLN,DET
20230506,13:20:00,Wrigley Field,CHN,MIA
20230506,16:10:00,Citi Field,NYN,COL
20230506,16:10:00,Tropicana Field,TBA,NYA
20230506,16:15:00,Oracle Park,SFN,MIL
20230506,17:10:00,Chase Field,ARI,WAS
20230506,17:40:00,Petco Park,SDN,LAN
20230506,18:07:00,Angel Stadium,ANA,TEX
20230506,18:10:00,Kauffman Stadium,KCA,OAK
20230506,18:10:00,Progressive Field,CLE,MIN
20230506,18:35:00,PNC Park,PIT,TOR
20230506,18:40:00,Great American Ball Park,CIN,CHA
20230506,18:40:00,TMobile Park,SEA,HOU
20230506,19:15:00,Citizens Bank Park,PHI,BOS
20230506,19:15:00,Truist Park,ATL,BAL
20230507,11:35:00,Truist Park,ATL,BAL
20230507,13:05:00,Oracle Park,SFN,MIL
20230507,13:07:00,Angel Stadium,ANA,TEX
20230507,13:10:00,Chase Field,ARI,WAS
20230507,13:10:00,Kauffman Stadium,KCA,OAK
20230507,13:10:00,TMobile Park,SEA,HOU
20230507,13:15:00,Busch Stadium,SLN,DET
20230507,13:20:00,Wrigley Field,CHN,MIA
20230507,13:35:00,Citizens Bank Park,PHI,BOS
20230507,13:35:00,PNC Park,PIT,TOR
20230507,13:40:00,Citi Field,NYN,COL
20230507,13:40:00,Progressive Field,CLE,MIN
20230507,13:40:00,Tropicana Field,TBA,NYA
20230507,16:08:00,Petco Park,SDN,LAN
20230507,16:10:00,Great American Ball Park,CIN,CHA
20230508,18:10:00,Progressive Field,CLE,DET
20230508,18:35:00,Oriole Park at Camden Yards,BAL,TBA
20230508,18:35:00,PNC Park,PIT,COL
20230508,18:38:00,Angel Stadium,ANA,HOU
20230508,18:40:00,Chase Field,ARI,MIA
20230508,18:40:00,Wrigley Field,CHN,SLN
20230508,18:40:00,Kauffman Stadium,KCA,CHA
20230508,18:40:00,American Family Field,MIL,LAN
20230508,18:40:00,TMobile Park,SEA,TEX
20230508,18:45:00,Oracle Park,SFN,WAS
20230508,19:05:00,Yankee Stadium,NYA,OAK
20230509,18:10:00,Progressive Field,CLE,DET
20230509,18:35:00,Oriole Park at Camden Yards,BAL,TBA
20230509,18:35:00,PNC Park,PIT,COL
20230509,18:38:00,Angel Stadium,ANA,HOU
20230509,18:40:00,Target Field,MIN,SDN
20230509,18:40:00,Chase Field,ARI,MIA
20230509,18:40:00,Citizens Bank Park,PHI,TOR
20230509,18:40:00,Great American Ball Park,CIN,NYN
20230509,18:40:00,Wrigley Field,CHN,SLN
