Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,game_date,DistanceBetweenStadiums,HistoricalAvgHrlyTemp,game_time,stadium_name,home_team,away_team
34,34,34,20230401,39.63167330051734,7.863999999999999,18:40:00,TMobile Park,SEA,CLE
35,35,35,20230402,29.86863188755133,11.907999999999998,13:07:00,Oakland Coliseum,OAK,ANA
36,36,36,20230402,31.573946716436826,19.10454545454545,13:10:00,Dodger Stadium,LAN,ARI
37,37,37,20230402,30.914011794821683,16.828000000000003,13:10:00,Petco Park,SDN,COL
38,38,38,20230402,10.535117174130043,7.643243243243242,13:10:00,Kauffman Stadium,KCA,MIN
39,39,39,20230402,39.63167330051734,7.701999999999999,13:10:00,TMobile Park,SEA,CLE
40,40,40,20230402,27.330308531386475,17.363999999999997,13:10:00,Minute Maid Park,HOU,CHA
41,41,41,20230402,40.86956842302119,18.808,13:10:00,Tropicana Field,TBA,DET
42,42,42,20230402,13.216711892256686,8.9,13:15:00,Busch Stadium,SLN,TOR
43,43,43,20230402,17.79796338781072,7.006,13:20:00,Wrigley Field,CHN,MIL
44,44,44,20230402,44.82450873085947,8.693999999999999,13:35:00,Yankee Stadium,NYA,SFN
45,45,45,20230402,10.622125367739802,6.362,13:35:00,Fenway Park,BOS,BAL
46,46,46,20230402,21.333658458528465,12.214000000000004,13:35:00,Nationals Park,WAS,ATL
47,47,47,20230402,9.376147415427964,6.78,13:40:00,Great American Ball Park,CIN,PIT
48,48,48,20230402,15.004568102888909,21.582,13:40:00,loanDepot park,MIA,NYN
49,49,49,20230402,24.57987081853563,15.328,18:08:00,Globe Life Field,TEX,PHI
50,50,50,20230403,13.18177381018258,4.529999999999999,13:10:00,American Family Field,MIL,NYN
51,51,51,20230403,31.573946716436826,5.850000000000001,15:10:00,Guaranteed Rate Field,CHA,SFN
52,52,52,20230403,39.48300559091432,11.956000000000005,18:40:00,Oakland Coliseum,OAK,CLE
53,53,53,20230403,5.240304839475177,7.676000000000001,18:40:00,Great American Ball Park,CIN,CHN
54,54,54,20230403,30.901636650592504,16.864000000000004,18:40:00,Petco Park,SDN,ARI
55,55,55,20230403,28.444438751165944,21.454,18:40:00,loanDepot park,MIA,MIN
56,56,56,20230403,16.346863091559232,5.997297297297297,18:40:00,Kauffman Stadium,KCA,TOR
57,57,57,20230403,29.17029048259831,8.238000000000001,18:40:00,TMobile Park,SEA,ANA
58,58,58,20230403,13.187909406220092,9.362000000000002,18:45:00,Busch Stadium,SLN,ATL
59,59,59,20230403,0.1083105943020985,8.618,19:05:00,Yankee Stadium,NYA,PHI
60,60,60,20230403,17.710572673381343,14.991999999999996,19:05:00,Globe Life Field,TEX,BAL
61,61,61,20230403,5.330183109891488,11.943999999999996,19:05:00,Nationals Park,WAS,TBA
62,62,62,20230403,4.7442139286341325,6.667999999999999,19:10:00,Fenway Park,BOS,PIT
63,63,63,20230403,31.580132994146386,17.75909090909091,19:10:00,Dodger Stadium,LAN,COL
64,64,64,20230403,28.093334379751223,17.464000000000002,19:10:00,Minute Maid Park,HOU,DET
65,65,65,20230404,30.901636650592504,16.674,13:10:00,Petco Park,SDN,ARI
66,66,66,20230404,39.48300559091432,11.755999999999997,18:40:00,Oakland Coliseum,OAK,CLE
67,67,67,20230404,5.240304839475177,7.632000000000001,18:40:00,Great American Ball Park,CIN,CHN
68,68,68,20230404,28.444438751165944,21.732000000000003,18:40:00,loanDepot park,MIA,MIN
69,69,69,20230404,16.346863091559232,6.537837837837839,18:40:00,Kauffman Stadium,KCA,TOR
70,70,70,20230404,13.18177381018258,4.61,18:40:00,American Family Field,MIL,NYN
71,71,71,20230404,29.17029048259831,8.091999999999999,18:40:00,TMobile Park,SEA,ANA
72,72,72,20230404,13.187909406220092,8.640000000000002,18:45:00,Busch Stadium,SLN,ATL
73,73,73,20230404,0.1083105943020985,8.430612244897958,19:05:00,Yankee Stadium,NYA,PHI
74,74,74,20230404,17.710572673381343,14.990000000000004,19:05:00,Globe Life Field,TEX,BAL
75,75,75,20230404,5.330183109891488,12.042,19:05:00,Nationals Park,WAS,TBA
76,76,76,20230404,4.7442139286341325,6.522000000000002,19:10:00,Fenway Park,BOS,PIT
77,77,77,20230404,31.580132994146386,18.22272727272728,19:10:00,Dodger Stadium,LAN,COL
78,78,78,20230404,28.093334379751223,17.206000000000003,19:10:00,Minute Maid Park,HOU,DET
79,79,79,20230405,13.187909406220092,8.216000000000001,12:15:00,Busch Stadium,SLN,ATL
80,80,80,20230405,5.240304839475177,6.293999999999999,12:35:00,Great American Ball Park,CIN,CHN
81,81,81,20230405,39.48300559091432,11.891999999999998,12:37:00,Oakland Coliseum,OAK,CLE
82,82,82,20230405,13.18177381018258,4.32,12:40:00,American Family Field,MIL,NYN
83,83,83,20230405,0.1083105943020985,8.323999999999996,13:05:00,Yankee Stadium,NYA,PHI
84,84,84,20230405,17.710572673381343,14.022000000000006,13:05:00,Globe Life Field,TEX,BAL
85,85,85,20230405,5.330183109891488,11.698,13:05:00,Nationals Park,WAS,TBA
86,86,86,20230405,31.573946716436826,5.074,13:10:00,Guaranteed Rate Field,CHA,SFN
87,87,87,20230405,28.444438751165944,21.566000000000003,13:10:00,loanDepot park,MIA,MIN
88,88,88,20230405,29.17029048259831,8.346000000000002,13:10:00,TMobile Park,SEA,ANA
89,89,89,20230405,28.093334379751223,16.541999999999998,13:10:00,Minute Maid Park,HOU,DET
90,90,90,20230405,4.7442139286341325,6.188,13:35:00,Fenway Park,BOS,PIT
91,91,91,20230405,16.346863091559232,8.394594594594594,18:40:00,Kauffman Stadium,KCA,TOR
92,92,92,20230406,31.573946716436826,5.7,13:10:00,Guaranteed Rate Field,CHA,SFN
93,93,93,20230406,6.167540858637151,8.700000000000001,13:10:00,Citi Field,NYN,MIA
94,94,94,20230406,7.123972755598453,5.977551020408163,13:10:00,Comerica Park,DET,BOS
95,95,95,20230406,16.346863091559232,8.713888888888889,13:10:00,Kauffman Stadium,KCA,TOR
96,96,96,20230406,21.34602479626158,9.42666666666667,14:10:00,Coors Field,COL,WAS
97,97,97,20230406,17.87224190287753,7.295999999999999,15:05:00,Oriole Park at Camden Yards,BAL,NYA
98,98,98,20230406,15.083205272081342,7.186,15:05:00,Citizens Bank Park,PHI,CIN
99,99,99,20230406,22.052569458578688,4.2680000000000025,15:10:00,Target Field,MIN,HOU
100,100,100,20230406,11.21556324277721,19.918000000000006,18:40:00,Chase Field,ARI,LAN
101,101,101,20230406,8.546559647065465,8.76,19:20:00,Truist Park,ATL,SDN
102,102,102,20230407,35.131938493216246,8.634,13:20:00,Wrigley Field,CHN,TEX
103,103,103,20230407,39.63349405567161,14.784000000000002,13:35:00,Oracle Park,SFN,KCA
104,104,104,20230407,17.710572673381343,5.598000000000001,16:10:00,Progressive Field,CLE,SEA
105,105,105,20230407,9.10877151024312,6.275999999999999,16:12:00,PNC Park,PIT,CHA
106,106,106,20230407,25.07235643090758,14.692,18:38:00,Angel Stadium,ANA,TOR
107,107,107,20230407,21.34602479626158,9.786666666666665,18:40:00,Coors Field,COL,WAS
108,108,108,20230407,11.21556324277721,20.038000000000007,18:40:00,Chase Field,ARI,LAN
109,109,109,20230407,25.07235643090758,19.294,18:40:00,Tropicana Field,TBA,OAK
110,110,110,20230407,1.1251381380777052,5.6160000000000005,19:10:00,American Family Field,MIL,SLN
111,111,111,20230407,8.546559647065465,10.295555555555554,19:20:00,Truist Park,ATL,SDN
112,112,112,20230408,39.63349405567161,14.6,13:05:00,Oracle Park,SFN,KCA
113,113,113,20230408,22.052569458578688,3.2540000000000004,13:10:00,Target Field,MIN,HOU
114,114,114,20230408,7.123972755598453,6.124489795918368,13:10:00,Comerica Park,DET,BOS
115,115,115,20230408,35.131938493216246,7.573999999999999,15:05:00,Wrigley Field,CHN,TEX
116,116,116,20230408,15.083205272081342,7.606,16:05:00,Citizens Bank Park,PHI,CIN
117,117,117,20230408,6.167540858637151,9.154000000000002,16:10:00,Citi Field,NYN,MIA
118,118,118,20230408,25.07235643090758,19.764,16:10:00,Tropicana Field,TBA,OAK
119,119,119,20230408,11.21556324277721,20.200000000000006,17:10:00,Chase Field,ARI,LAN
120,120,120,20230408,25.07235643090758,14.518000000000002,18:07:00,Angel Stadium,ANA,TOR
121,121,121,20230408,21.34602479626158,10.373333333333335,18:10:00,Coors Field,COL,WAS
122,122,122,20230408,1.1251381380777052,5.3420000000000005,18:10:00,American Family Field,MIL,SLN
123,123,123,20230408,17.710572673381343,5.54,18:10:00,Progressive Field,CLE,SEA
124,124,124,20230408,9.10877151024312,6.036000000000002,18:35:00,PNC Park,PIT,CHA
125,125,125,20230408,17.87224190287753,7.954000000000001,19:05:00,Oriole Park at Camden Yards,BAL,NYA
126,126,126,20230408,8.546559647065465,10.56,19:20:00,Truist Park,ATL,SDN
127,127,127,20230409,15.083205272081342,6.838000000000002,13:05:00,Citizens Bank Park,PHI,CIN
128,128,128,20230409,39.63349405567161,14.842000000000002,13:05:00,Oracle Park,SFN,KCA
129,129,129,20230409,25.07235643090758,14.364,13:07:00,Angel Stadium,ANA,TOR
130,130,130,20230409,22.052569458578688,3.304,13:10:00,Target Field,MIN,HOU
131,131,131,20230409,21.34602479626158,9.924444444444445,13:10:00,Coors Field,COL,WAS
132,132,132,20230409,11.21556324277721,19.943999999999992,13:10:00,Chase Field,ARI,LAN
133,133,133,20230409,7.123972755598453,6.684,13:10:00,Comerica Park,DET,BOS
134,134,134,20230409,1.1251381380777052,4.5600000000000005,13:10:00,American Family Field,MIL,SLN
135,135,135,20230409,25.07235643090758,19.216,13:10:00,Tropicana Field,TBA,OAK
136,136,136,20230409,35.131938493216246,7.59,13:20:00,Wrigley Field,CHN,TEX
137,137,137,20230409,17.87224190287753,7.485999999999997,13:35:00,Oriole Park at Camden Yards,BAL,NYA
138,138,138,20230409,9.10877151024312,5.562000000000001,13:35:00,PNC Park,PIT,CHA
139,139,139,20230409,6.167540858637151,8.484000000000002,13:40:00,Citi Field,NYN,MIA
140,140,140,20230409,17.710572673381343,5.138000000000001,13:40:00,Progressive Field,CLE,SEA
141,141,141,20230409,8.546559647065465,9.657777777777778,19:08:00,Truist Park,ATL,SDN
142,142,142,20230410,22.336756585866265,4.216000000000001,13:10:00,Target Field,MIN,CHA
143,143,143,20230410,13.02768475997727,4.8740000000000006,18:10:00,Progressive Field,CLE,NYA
144,144,144,20230410,28.20111908029519,6.960000000000001,18:35:00,Oriole Park at Camden Yards,BAL,OAK
145,145,145,20230410,32.82331137561772,5.086,18:35:00,PNC Park,PIT,HOU
146,146,146,20230410,21.10192962867541,14.312000000000005,18:38:00,Angel Stadium,ANA,WAS
147,147,147,20230410,17.332481903887963,7.437777777777778,18:40:00,Coors Field,COL,SLN
148,148,148,20230410,32.764775680974964,20.298,18:40:00,Chase Field,ARI,MIL
149,149,149,20230410,4.870340273610675,7.060000000000001,18:40:00,Citizens Bank Park,PHI,MIA
150,150,150,20230410,13.17316552349828,8.046,18:40:00,Wrigley Field,CHN,SEA
151,151,151,20230410,13.011053678359836,19.52,18:40:00,Tropicana Field,TBA,BOS
152,152,152,20230410,44.82450873085947,14.87,18:45:00,Oracle Park,SFN,LAN
153,153,153,20230410,16.998957261020195,16.304081632653062,19:05:00,Globe Life Field,TEX,KCA
154,154,154,20230410,13.828355568894365,9.132,19:10:00,Citi Field,NYN,SDN
155,155,155,20230410,7.427679573787754,9.655555555555551,19:20:00,Truist Park,ATL,CIN
156,156,156,20230411,13.02768475997727,7.394000000000001,18:10:00,Progressive Field,CLE,NYA
157,157,157,20230411,28.20111908029519,8.534,18:35:00,Oriole Park at Camden Yards,BAL,OAK
158,158,158,20230411,32.82331137561772,7.075999999999999,18:35:00,PNC Park,PIT,HOU
159,159,159,20230411,21.10192962867541,14.48,18:38:00,Angel Stadium,ANA,WAS
160,160,160,20230411,22.336756585866265,4.73,18:40:00,Target Field,MIN,CHA
161,161,161,20230411,17.332481903887963,9.517777777777779,18:40:00,Coors Field,COL,SLN
162,162,162,20230411,32.764775680974964,20.4,18:40:00,Chase Field,ARI,MIL
163,163,163,20230411,4.870340273610675,8.575999999999999,18:40:00,Citizens Bank Park,PHI,MIA
164,164,164,20230411,13.17316552349828,9.057999999999996,18:40:00,Wrigley Field,CHN,SEA
165,165,165,20230411,13.011053678359836,19.382,18:40:00,Tropicana Field,TBA,BOS
166,166,166,20230411,44.82450873085947,14.614,18:45:00,Oracle Park,SFN,LAN
167,167,167,20230411,16.998957261020195,15.785999999999996,19:05:00,Globe Life Field,TEX,KCA
168,168,168,20230411,43.27762077203845,18.74418604651163,19:07:00,Rogers Centre,TOR,DET
169,169,169,20230411,13.828355568894365,9.845999999999997,19:10:00,Citi Field,NYN,SDN
170,170,170,20230411,7.427679573787754,10.235555555555552,19:20:00,Truist Park,ATL,CIN
171,171,171,20230412,22.336756585866265,4.596,12:10:00,Target Field,MIN,CHA
172,172,172,20230412,32.82331137561772,8.663999999999998,12:35:00,PNC Park,PIT,HOU
173,173,173,20230412,32.764775680974964,19.860000000000003,12:40:00,Chase Field,ARI,MIL
174,174,174,20230412,21.10192962867541,14.57142857142857,13:07:00,Angel Stadium,ANA,WAS
175,175,175,20230412,17.332481903887963,8.682222222222222,13:10:00,Coors Field,COL,SLN
176,176,176,20230412,13.828355568894365,9.8,13:10:00,Citi Field,NYN,SDN
177,177,177,20230412,13.02768475997727,8.03,13:10:00,Progressive Field,CLE,NYA
178,178,178,20230412,13.17316552349828,9.982,13:20:00,Wrigley Field,CHN,SEA
179,179,179,20230412,4.870340273610675,8.48,16:05:00,Citizens Bank Park,PHI,MIA
180,180,180,20230412,28.20111908029519,9.506,18:35:00,Oriole Park at Camden Yards,BAL,OAK
181,181,181,20230412,13.011053678359836,19.74600000000001,18:40:00,Tropicana Field,TBA,BOS
182,182,182,20230412,44.82450873085947,14.714,18:45:00,Oracle Park,SFN,LAN
183,183,183,20230412,16.998957261020195,17.036000000000005,19:05:00,Globe Life Field,TEX,KCA
184,184,184,20230412,43.27762077203845,18.285714285714285,19:07:00,Rogers Centre,TOR,DET
185,185,185,20230412,7.427679573787754,11.262222222222224,19:20:00,Truist Park,ATL,CIN
186,186,186,20230413,28.20111908029519,9.39,13:05:00,Oriole Park at Camden Yards,BAL,OAK
187,187,187,20230413,13.011053678359836,20.454,13:10:00,Tropicana Field,TBA,BOS
188,188,188,20230413,10.789215397661158,9.272,18:40:00,Great American Ball Park,CIN,PHI
189,189,189,20230413,37.58134550507749,17.286000000000005,18:40:00,Petco Park,SDN,MIL
190,190,190,20230413,15.083205272081342,10.932,18:45:00,Busch Stadium,SLN,PIT
191,191,191,20230413,31.08495101177541,11.232,19:05:00,Yankee Stadium,NYA,MIN
192,192,192,20230413,43.27762077203845,18.38095238095238,19:07:00,Rogers Centre,TOR,DET
193,193,193,20230414,5.956797684368349,7.402000000000002,18:10:00,Guaranteed Rate Field,CHA,BAL
194,194,194,20230414,47.1527948371245,11.978000000000003,18:40:00,Oakland Coliseum,OAK,NYN
195,195,195,20230414,10.789215397661158,8.335999999999999,18:40:00,Great American Ball Park,CIN,PHI
196,196,196,20230414,37.58134550507749,17.361999999999995,18:40:00,Petco Park,SDN,MIL
197,197,197,20230414,17.680731247656045,22.884,18:40:00,loanDepot park,MIA,ARI
198,198,198,20230414,36.1470531806195,8.510000000000002,18:40:00,Comerica Park,DET,SFN
199,199,199,20230414,31.08495101177541,11.218,19:05:00,Yankee Stadium,NYA,MIN
200,200,200,20230414,6.965100256696513,13.89,19:05:00,Nationals Park,WAS,CLE
201,201,201,20230414,13.219550385668322,18.454545454545453,19:07:00,Rogers Centre,TOR,TBA
202,202,202,20230414,22.336756585866265,8.826,19:10:00,Fenway Park,BOS,ANA
203,203,203,20230414,31.563680689374085,19.43636363636364,19:10:00,Dodger Stadium,LAN,CHN
204,204,204,20230414,17.47392550857632,9.124324324324323,19:10:00,Kauffman Stadium,KCA,ATL
205,205,205,20230414,35.131938493216246,8.99,19:10:00,TMobile Park,SEA,COL
206,206,206,20230414,32.34412595147291,17.034000000000002,19:10:00,Minute Maid Park,HOU,TEX
207,207,207,20230414,15.083205272081342,10.438000000000002,19:15:00,Busch Stadium,SLN,PIT
208,208,208,20230415,31.08495101177541,10.666,13:05:00,Yankee Stadium,NYA,MIN
209,209,209,20230415,37.58134550507749,16.753999999999998,13:05:00,Petco Park,SDN,MIL
210,210,210,20230415,47.1527948371245,12.083999999999998,13:07:00,Oakland Coliseum,OAK,NYN
211,211,211,20230415,5.956797684368349,8.52,13:10:00,Guaranteed Rate Field,CHA,BAL
212,212,212,20230415,36.1470531806195,9.168,13:10:00,Comerica Park,DET,SFN
213,213,213,20230415,15.083205272081342,11.062,13:15:00,Busch Stadium,SLN,PIT
214,214,214,20230415,13.219550385668322,17.906976744186046,15:07:00,Rogers Centre,TOR,TBA
215,215,215,20230415,17.47392550857632,10.327777777777776,15:10:00,Kauffman Stadium,KCA,ATL
216,216,216,20230415,6.965100256696513,13.326,16:05:00,Nationals Park,WAS,CLE
217,217,217,20230415,22.336756585866265,8.368,16:10:00,Fenway Park,BOS,ANA
218,218,218,20230415,10.789215397661158,8.561999999999998,16:10:00,Great American Ball Park,CIN,PHI
219,219,219,20230415,17.680731247656045,22.342,16:10:00,loanDepot park,MIA,ARI
220,220,220,20230415,31.563680689374085,18.54545454545454,18:10:00,Dodger Stadium,LAN,CHN
221,221,221,20230415,32.34412595147291,17.305999999999997,18:10:00,Minute Maid Park,HOU,TEX
222,222,222,20230415,35.131938493216246,9.328,18:40:00,TMobile Park,SEA,COL
223,223,223,20230416,47.1527948371245,12.073999999999996,13:07:00,Oakland Coliseum,OAK,NYN
224,224,224,20230416,5.956797684368349,8.052000000000003,13:10:00,Guaranteed Rate Field,CHA,BAL
225,225,225,20230416,31.563680689374085,18.709090909090907,13:10:00,Dodger Stadium,LAN,CHN
226,226,226,20230416,37.58134550507749,17.132000000000005,13:10:00,Petco Park,SDN,MIL
227,227,227,20230416,36.1470531806195,10.028000000000004,13:10:00,Comerica Park,DET,SFN
228,228,228,20230416,17.47392550857632,10.266666666666667,13:10:00,Kauffman Stadium,KCA,ATL
229,229,229,20230416,35.131938493216246,9.776000000000003,13:10:00,TMobile Park,SEA,COL
230,230,230,20230416,15.083205272081342,10.634,13:15:00,Busch Stadium,SLN,PIT
231,231,231,20230416,31.08495101177541,11.034,13:35:00,Yankee Stadium,NYA,MIN
232,232,232,20230416,22.336756585866265,8.412,13:35:00,Fenway Park,BOS,ANA
233,233,233,20230416,6.965100256696513,13.84,13:35:00,Nationals Park,WAS,CLE
234,234,234,20230416,13.219550385668322,18.0,13:37:00,Rogers Centre,TOR,TBA
235,235,235,20230416,10.789215397661158,9.094,13:40:00,Great American Ball Park,CIN,PHI
236,236,236,20230416,17.680731247656045,21.785999999999994,13:40:00,loanDepot park,MIA,ARI
237,237,237,20230416,32.34412595147291,17.978000000000005,18:08:00,Minute Maid Park,HOU,TEX
238,238,238,20230417,22.336756585866265,9.287999999999997,11:10:00,Fenway Park,BOS,ANA
239,239,239,20230417,13.828355568894365,8.328000000000001,18:10:00,Guaranteed Rate Field,CHA,PHI
240,240,240,20230417,34.6947446641027,12.211999999999998,18:40:00,Oakland Coliseum,OAK,CHN
241,241,241,20230417,29.82789397185988,10.175555555555555,18:40:00,Coors Field,COL,PIT
242,242,242,20230417,6.8439550052801765,8.726,18:40:00,Great American Ball Park,CIN,TBA
243,243,243,20230417,40.61915071401325,17.200000000000003,18:40:00,Petco Park,SDN,ATL
244,244,244,20230417,38.91363077438456,21.622,18:40:00,loanDepot park,MIA,SFN
245,245,245,20230417,13.762130553050092,9.572,18:40:00,Comerica Park,DET,CLE
246,246,246,20230417,29.13230161024106,11.416216216216217,18:40:00,Kauffman Stadium,KCA,TEX
247,247,247,20230417,47.43026345568988,9.656,18:40:00,TMobile Park,SEA,MIL
248,248,248,20230417,4.10467738567717,11.423999999999996,18:45:00,Busch Stadium,SLN,ARI
249,249,249,20230417,43.46662207628629,19.05909090909091,19:10:00,Dodger Stadium,LAN,NYN
250,250,250,20230417,12.85677133702523,19.05,19:10:00,Minute Maid Park,HOU,TOR
251,251,251,20230418,13.828355568894365,8.75,18:10:00,Guaranteed Rate Field,CHA,PHI
252,252,252,20230418,34.6947446641027,12.412,18:40:00,Oakland Coliseum,OAK,CHN
253,253,253,20230418,29.82789397185988,11.28,18:40:00,Coors Field,COL,PIT
254,254,254,20230418,6.8439550052801765,9.713999999999997,18:40:00,Great American Ball Park,CIN,TBA
255,255,255,20230418,40.61915071401325,17.606122448979594,18:40:00,Petco Park,SDN,ATL
256,256,256,20230418,38.91363077438456,21.956,18:40:00,loanDepot park,MIA,SFN
257,257,257,20230418,13.762130553050092,10.086,18:40:00,Comerica Park,DET,CLE
258,258,258,20230418,29.13230161024106,11.172222222222222,18:40:00,Kauffman Stadium,KCA,TEX
259,259,259,20230418,47.43026345568988,9.542,18:40:00,TMobile Park,SEA,MIL
260,260,260,20230418,4.10467738567717,12.147999999999998,18:45:00,Busch Stadium,SLN,ARI
261,261,261,20230418,19.791776844334755,12.682,19:05:00,Yankee Stadium,NYA,ANA
262,262,262,20230418,5.362267855919956,14.374000000000002,19:05:00,Nationals Park,WAS,BAL
263,263,263,20230418,33.99466885967143,9.848,19:10:00,Fenway Park,BOS,MIN
264,264,264,20230418,43.46662207628629,19.536363636363635,19:10:00,Dodger Stadium,LAN,NYN
265,265,265,20230418,12.85677133702523,19.116,19:10:00,Minute Maid Park,HOU,TOR
266,266,266,20230419,43.46662207628629,19.763636363636365,12:10:00,Dodger Stadium,LAN,NYN
267,267,267,20230419,4.10467738567717,12.371999999999998,12:15:00,Busch Stadium,SLN,ARI
268,268,268,20230419,6.8439550052801765,10.332000000000004,12:35:00,Great American Ball Park,CIN,TBA
269,269,269,20230419,34.6947446641027,12.764000000000005,12:37:00,Oakland Coliseum,OAK,CHN
270,270,270,20230419,13.828355568894365,10.486,13:10:00,Guaranteed Rate Field,CHA,PHI
271,271,271,20230419,29.82789397185988,11.220454545454542,13:10:00,Coors Field,COL,PIT
272,272,272,20230419,40.61915071401325,17.625999999999998,13:10:00,Petco Park,SDN,ATL
273,273,273,20230419,38.91363077438456,22.033999999999995,13:10:00,loanDepot park,MIA,SFN
274,274,274,20230419,13.762130553050092,11.497999999999998,13:10:00,Comerica Park,DET,CLE
275,275,275,20230419,29.13230161024106,11.688888888888886,13:10:00,Kauffman Stadium,KCA,TEX
276,276,276,20230419,47.43026345568988,9.746,13:10:00,TMobile Park,SEA,MIL
277,277,277,20230419,19.791776844334755,12.484000000000002,19:05:00,Yankee Stadium,NYA,ANA
278,278,278,20230419,5.362267855919956,15.220000000000002,19:05:00,Nationals Park,WAS,BAL
279,279,279,20230419,33.99466885967143,9.762,19:10:00,Fenway Park,BOS,MIN
280,280,280,20230419,12.85677133702523,18.802000000000003,19:10:00,Minute Maid Park,HOU,TOR
281,281,281,20230420,33.99466885967143,10.110000000000005,13:35:00,Fenway Park,BOS,MIN
282,282,282,20230420,19.791776844334755,12.889999999999995,16:05:00,Yankee Stadium,NYA,ANA
283,283,283,20230420,10.350367595147834,9.580000000000002,18:35:00,PNC Park,PIT,CIN
284,284,284,20230420,25.83876210722021,22.0,18:40:00,Chase Field,ARI,SDN
285,285,285,20230420,12.656791803075942,10.736,18:40:00,Citizens Bank Park,PHI,COL
286,286,286,20230420,35.01265755831679,11.470000000000002,18:40:00,Wrigley Field,CHN,LAN
287,287,287,20230420,47.30233427220212,15.861999999999997,18:45:00,Oracle Park,SFN,NYN
288,288,288,20230421,35.01265755831679,10.890000000000002,13:20:00,Wrigley Field,CHN,LAN
289,289,289,20230421,10.350367595147834,9.817999999999998,18:35:00,PNC Park,PIT,CIN
290,290,290,20230421,21.945814921381803,14.752,18:38:00,Angel Stadium,ANA,KCA
291,291,291,20230421,25.83876210722021,21.994,18:40:00,Chase Field,ARI,SDN
292,292,292,20230421,18.60309422989336,20.088,18:40:00,Tropicana Field,TBA,CHA
293,293,293,20230421,15.708587607091074,12.335999999999997,19:05:00,Yankee Stadium,NYA,TOR
294,294,294,20230421,10.26207144322763,17.354000000000003,19:05:00,Globe Life Field,TEX,OAK
295,295,295,20230421,45.68478499842808,10.576,19:05:00,Oriole Park at Camden Yards,BAL,DET
296,296,296,20230421,12.656791803075942,10.371999999999998,19:05:00,Citizens Bank Park,PHI,COL
